source_dir,shape,method,runtime
l2_17_Conv2d_InstanceNorm_Divide,exact_128,Reference (PyTorch/ACL),6.382802
l2_17_Conv2d_InstanceNorm_Divide,tiny_16,Baseline Triton1,0.075459
l2_17_Conv2d_InstanceNorm_Divide,small_32,Baseline Triton1,0.173408
l2_17_Conv2d_InstanceNorm_Divide,medium_64,Baseline Triton1,0.698614
l2_17_Conv2d_InstanceNorm_Divide,exact_128,Baseline Triton1,4.285429
l2_17_Conv2d_InstanceNorm_Divide,tiny_16,Baseline Triton2,0.075713
l2_17_Conv2d_InstanceNorm_Divide,small_32,Baseline Triton2,0.173227
l2_17_Conv2d_InstanceNorm_Divide,medium_64,Baseline Triton2,0.699718
l2_17_Conv2d_InstanceNorm_Divide,exact_128,Baseline Triton2,4.296395
l2_17_Conv2d_InstanceNorm_Divide,tiny_16,Optimized Triton,0.07572
l2_17_Conv2d_InstanceNorm_Divide,small_32,Optimized Triton,0.173053
l2_17_Conv2d_InstanceNorm_Divide,medium_64,Optimized Triton,0.699217
l2_17_Conv2d_InstanceNorm_Divide,exact_128,Optimized Triton,4.290766
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,small_B64_I512_O512,Reference (PyTorch/ACL),0.007996
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,medium_B256_I2048_O2048,Reference (PyTorch/ACL),0.043912
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,target_B1024_I8192_O8192,Reference (PyTorch/ACL),0.96451
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,small_B64_I512_O512,Baseline Triton1,0.1467
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,medium_B256_I2048_O2048,Baseline Triton1,2.204897
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,target_B1024_I8192_O8192,Baseline Triton1,35.051521
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,small_B64_I512_O512,Baseline Triton2,0.004351
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,medium_B256_I2048_O2048,Baseline Triton2,0.012117
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,target_B1024_I8192_O8192,Baseline Triton2,0.061348
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,small_B64_I512_O512,Optimized Triton,0.002751
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,medium_B256_I2048_O2048,Optimized Triton,0.007296
l2_18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,target_B1024_I8192_O8192,Optimized Triton,0.975088
l2_19_ConvTranspose2d_GELU_GroupNorm,small,Reference (PyTorch/ACL),0.032951
l2_19_ConvTranspose2d_GELU_GroupNorm,medium,Reference (PyTorch/ACL),0.064347
l2_19_ConvTranspose2d_GELU_GroupNorm,target,Reference (PyTorch/ACL),17.198212
l2_19_ConvTranspose2d_GELU_GroupNorm,small,Baseline Triton1,0.035399
l2_19_ConvTranspose2d_GELU_GroupNorm,medium,Baseline Triton1,0.071151
l2_19_ConvTranspose2d_GELU_GroupNorm,target,Baseline Triton1,inf
l2_19_ConvTranspose2d_GELU_GroupNorm,small,Baseline Triton2,0.036641
l2_19_ConvTranspose2d_GELU_GroupNorm,medium,Baseline Triton2,0.059009
l2_19_ConvTranspose2d_GELU_GroupNorm,target,Baseline Triton2,inf
l2_19_ConvTranspose2d_GELU_GroupNorm,small,Optimized Triton,0.034748
l2_19_ConvTranspose2d_GELU_GroupNorm,medium,Optimized Triton,0.059209
l2_19_ConvTranspose2d_GELU_GroupNorm,target,Optimized Triton,17.157969
l2_1_Conv2D_ReLU_BiasAdd,N1-C256-14x14,Reference (PyTorch/ACL),0.00568
l2_1_Conv2D_ReLU_BiasAdd,N1-C128-28x28,Reference (PyTorch/ACL),0.005793
l2_1_Conv2D_ReLU_BiasAdd,N8-C64-14x14,Reference (PyTorch/ACL),0.005829
l2_1_Conv2D_ReLU_BiasAdd,N1-C64-56x56,Reference (PyTorch/ACL),0.006266
l2_1_Conv2D_ReLU_BiasAdd,N1-C96-56x56,Reference (PyTorch/ACL),0.006397
l2_1_Conv2D_ReLU_BiasAdd,N1-C32-224x224,Reference (PyTorch/ACL),0.012033
l2_1_Conv2D_ReLU_BiasAdd,N1-C256-14x14,Baseline Triton1,0.070826
l2_1_Conv2D_ReLU_BiasAdd,N1-C128-28x28,Baseline Triton1,0.068226
l2_1_Conv2D_ReLU_BiasAdd,N8-C64-14x14,Baseline Triton1,0.129263
l2_1_Conv2D_ReLU_BiasAdd,N1-C64-56x56,Baseline Triton1,0.118975
l2_1_Conv2D_ReLU_BiasAdd,N1-C96-56x56,Baseline Triton1,0.177495
l2_1_Conv2D_ReLU_BiasAdd,N1-C32-224x224,Baseline Triton1,0.236633
l2_1_Conv2D_ReLU_BiasAdd,N1-C256-14x14,Baseline Triton2,0.052616
l2_1_Conv2D_ReLU_BiasAdd,N1-C128-28x28,Baseline Triton2,0.051656
l2_1_Conv2D_ReLU_BiasAdd,N8-C64-14x14,Baseline Triton2,0.048447
l2_1_Conv2D_ReLU_BiasAdd,N1-C64-56x56,Baseline Triton2,0.050897
l2_1_Conv2D_ReLU_BiasAdd,N1-C96-56x56,Baseline Triton2,0.04896
l2_1_Conv2D_ReLU_BiasAdd,N1-C32-224x224,Baseline Triton2,0.049146
l2_1_Conv2D_ReLU_BiasAdd,N1-C256-14x14,Optimized Triton,0.05039
l2_1_Conv2D_ReLU_BiasAdd,N1-C128-28x28,Optimized Triton,0.050298
l2_1_Conv2D_ReLU_BiasAdd,N8-C64-14x14,Optimized Triton,0.04936
l2_1_Conv2D_ReLU_BiasAdd,N1-C64-56x56,Optimized Triton,0.047921
l2_1_Conv2D_ReLU_BiasAdd,N1-C96-56x56,Optimized Triton,0.045369
l2_1_Conv2D_ReLU_BiasAdd,N1-C32-224x224,Optimized Triton,0.048651
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,small_direct,Reference (PyTorch/ACL),0.041847
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,medium_direct,Reference (PyTorch/ACL),0.081176
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,exact_persistent,Reference (PyTorch/ACL),7.418134
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,small_direct,Baseline Triton1,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,medium_direct,Baseline Triton1,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,exact_persistent,Baseline Triton1,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,small_direct,Baseline Triton2,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,medium_direct,Baseline Triton2,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,exact_persistent,Baseline Triton2,inf
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,small_direct,Optimized Triton,0.050287
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,medium_direct,Optimized Triton,0.075196
l2_21_Conv2d_Add_Scale_Sigmoid_GroupNorm,exact_persistent,Optimized Triton,5.103996
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,small_triton,Reference (PyTorch/ACL),0.04748
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,medium_acl,Reference (PyTorch/ACL),0.16626
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,target_acl,Reference (PyTorch/ACL),1.059926
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,small_triton,Baseline Triton1,0.020534
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,medium_acl,Baseline Triton1,0.147096
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,target_acl,Baseline Triton1,1.145896
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,small_triton,Baseline Triton2,0.018077
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,medium_acl,Baseline Triton2,0.140203
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,target_acl,Baseline Triton2,1.053282
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,small_triton,Optimized Triton,0.02007
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,medium_acl,Optimized Triton,0.146245
l2_22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish,target_acl,Optimized Triton,1.054515
l2_23_Conv3d_GroupNorm_Mean,small_direct,Reference (PyTorch/ACL),0.016822
l2_23_Conv3d_GroupNorm_Mean,medium_direct,Reference (PyTorch/ACL),0.080243
l2_23_Conv3d_GroupNorm_Mean,target_direct,Reference (PyTorch/ACL),1.778131
l2_23_Conv3d_GroupNorm_Mean,small_direct,Baseline Triton1,inf
l2_23_Conv3d_GroupNorm_Mean,medium_direct,Baseline Triton1,inf
l2_23_Conv3d_GroupNorm_Mean,target_direct,Baseline Triton1,inf
l2_23_Conv3d_GroupNorm_Mean,small_direct,Baseline Triton2,inf
l2_23_Conv3d_GroupNorm_Mean,medium_direct,Baseline Triton2,inf
l2_23_Conv3d_GroupNorm_Mean,target_direct,Baseline Triton2,inf
l2_23_Conv3d_GroupNorm_Mean,small_direct,Optimized Triton,0.001298
l2_23_Conv3d_GroupNorm_Mean,medium_direct,Optimized Triton,0.00429
l2_23_Conv3d_GroupNorm_Mean,target_direct,Optimized Triton,0.005557
l2_24_Conv3d_Min_Softmax,small,Reference (PyTorch/ACL),0.100837
l2_24_Conv3d_Min_Softmax,medium,Reference (PyTorch/ACL),0.139859
l2_24_Conv3d_Min_Softmax,target,Reference (PyTorch/ACL),1.547628
l2_24_Conv3d_Min_Softmax,small,Baseline Triton1,0.013226
l2_24_Conv3d_Min_Softmax,medium,Baseline Triton1,0.088327
l2_24_Conv3d_Min_Softmax,target,Baseline Triton1,1.771558
l2_24_Conv3d_Min_Softmax,small,Baseline Triton2,0.03165
l2_24_Conv3d_Min_Softmax,medium,Baseline Triton2,0.164544
l2_24_Conv3d_Min_Softmax,target,Baseline Triton2,3.134761
l2_24_Conv3d_Min_Softmax,small,Optimized Triton,0.013277
l2_24_Conv3d_Min_Softmax,medium,Optimized Triton,0.088387
l2_24_Conv3d_Min_Softmax,target,Optimized Triton,1.439981
l2_25_Conv2d_Min_Tanh_Tanh,small_32,Reference (PyTorch/ACL),0.013689
l2_25_Conv2d_Min_Tanh_Tanh,medium_128,Reference (PyTorch/ACL),0.152148
l2_25_Conv2d_Min_Tanh_Tanh,exact_256,Reference (PyTorch/ACL),4.512008
l2_25_Conv2d_Min_Tanh_Tanh,small_32,Baseline Triton1,inf
l2_25_Conv2d_Min_Tanh_Tanh,medium_128,Baseline Triton1,inf
l2_25_Conv2d_Min_Tanh_Tanh,exact_256,Baseline Triton1,inf
l2_25_Conv2d_Min_Tanh_Tanh,small_32,Baseline Triton2,inf
l2_25_Conv2d_Min_Tanh_Tanh,medium_128,Baseline Triton2,inf
l2_25_Conv2d_Min_Tanh_Tanh,exact_256,Baseline Triton2,inf
l2_25_Conv2d_Min_Tanh_Tanh,small_32,Optimized Triton,0.01377
l2_25_Conv2d_Min_Tanh_Tanh,medium_128,Optimized Triton,0.152419
l2_25_Conv2d_Min_Tanh_Tanh,exact_256,Optimized Triton,4.515236
l2_26_ConvTranspose3d_Add_HardSwish,small_direct,Reference (PyTorch/ACL),0.023062
l2_26_ConvTranspose3d_Add_HardSwish,medium_direct,Reference (PyTorch/ACL),0.099436
l2_26_ConvTranspose3d_Add_HardSwish,target_persistent,Reference (PyTorch/ACL),13.696477
l2_26_ConvTranspose3d_Add_HardSwish,small_direct,Baseline Triton1,0.014778
l2_26_ConvTranspose3d_Add_HardSwish,medium_direct,Baseline Triton1,0.086471
l2_26_ConvTranspose3d_Add_HardSwish,target_persistent,Baseline Triton1,inf
l2_26_ConvTranspose3d_Add_HardSwish,small_direct,Baseline Triton2,inf
l2_26_ConvTranspose3d_Add_HardSwish,medium_direct,Baseline Triton2,inf
l2_26_ConvTranspose3d_Add_HardSwish,target_persistent,Baseline Triton2,inf
l2_26_ConvTranspose3d_Add_HardSwish,small_direct,Optimized Triton,0.015268
l2_26_ConvTranspose3d_Add_HardSwish,medium_direct,Optimized Triton,0.078851
l2_26_ConvTranspose3d_Add_HardSwish,target_persistent,Optimized Triton,7.543422
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,small,Reference (PyTorch/ACL),0.02883
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,medium,Reference (PyTorch/ACL),0.109348
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,target,Reference (PyTorch/ACL),0.74093
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,small,Baseline Triton1,0.035864
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,medium,Baseline Triton1,0.146655
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,target,Baseline Triton1,0.956083
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,small,Baseline Triton2,0.033349
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,medium,Baseline Triton2,0.151047
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,target,Baseline Triton2,0.988924
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,small,Optimized Triton,0.028806
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,medium,Optimized Triton,0.109405
l2_27_Conv3d_HardSwish_ReLU_Softmax_Mean,target,Optimized Triton,0.740613
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,small_128x512x512,Reference (PyTorch/ACL),0.036178
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,irregular_257x768x640,Reference (PyTorch/ACL),0.048468
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,target_1024x8192x8192,Reference (PyTorch/ACL),6.508702
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,small_128x512x512,Baseline Triton1,0.012769
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,irregular_257x768x640,Baseline Triton1,0.026853
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,target_1024x8192x8192,Baseline Triton1,6.424252
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,small_128x512x512,Baseline Triton2,0.011189
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,irregular_257x768x640,Baseline Triton2,0.023169
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,target_1024x8192x8192,Baseline Triton2,6.416978
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,small_128x512x512,Optimized Triton,0.012834
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,irregular_257x768x640,Optimized Triton,0.02673
l2_28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply,target_1024x8192x8192,Optimized Triton,6.424661
l2_29_Matmul_Mish_Mish,small,Reference (PyTorch/ACL),0.021892
l2_29_Matmul_Mish_Mish,medium,Reference (PyTorch/ACL),0.060687
l2_29_Matmul_Mish_Mish,target,Reference (PyTorch/ACL),7.025122
l2_29_Matmul_Mish_Mish,small,Baseline Triton1,0.056353
l2_29_Matmul_Mish_Mish,medium,Baseline Triton1,2.565578
l2_29_Matmul_Mish_Mish,target,Baseline Triton1,inf
l2_29_Matmul_Mish_Mish,small,Baseline Triton2,inf
l2_29_Matmul_Mish_Mish,medium,Baseline Triton2,inf
l2_29_Matmul_Mish_Mish,target,Baseline Triton2,inf
l2_29_Matmul_Mish_Mish,small,Optimized Triton,0.021928
l2_29_Matmul_Mish_Mish,medium,Optimized Triton,0.061053
l2_29_Matmul_Mish_Mish,target,Optimized Triton,7.02373
l2_30_Gemm_GroupNorm_Hardtanh,small,Reference (PyTorch/ACL),0.012839
l2_30_Gemm_GroupNorm_Hardtanh,medium,Reference (PyTorch/ACL),0.067867
l2_30_Gemm_GroupNorm_Hardtanh,irregular,Reference (PyTorch/ACL),0.019721
l2_30_Gemm_GroupNorm_Hardtanh,target,Reference (PyTorch/ACL),6.431207
l2_30_Gemm_GroupNorm_Hardtanh,small,Baseline Triton1,0.010173
l2_30_Gemm_GroupNorm_Hardtanh,medium,Baseline Triton1,0.0968
l2_30_Gemm_GroupNorm_Hardtanh,irregular,Baseline Triton1,0.022004
l2_30_Gemm_GroupNorm_Hardtanh,target,Baseline Triton1,6.787034
l2_30_Gemm_GroupNorm_Hardtanh,small,Baseline Triton2,0.008387
l2_30_Gemm_GroupNorm_Hardtanh,medium,Baseline Triton2,0.061993
l2_30_Gemm_GroupNorm_Hardtanh,irregular,Baseline Triton2,0.01486
l2_30_Gemm_GroupNorm_Hardtanh,target,Baseline Triton2,6.437325
l2_30_Gemm_GroupNorm_Hardtanh,small,Optimized Triton,0.008422
l2_30_Gemm_GroupNorm_Hardtanh,medium,Optimized Triton,0.067865
l2_30_Gemm_GroupNorm_Hardtanh,irregular,Optimized Triton,0.016385
l2_30_Gemm_GroupNorm_Hardtanh,target,Optimized Triton,6.499175
l2_31_Conv2d_Min_Add_Multiply,small_32,Reference (PyTorch/ACL),0.067529
l2_31_Conv2d_Min_Add_Multiply,medium_64,Reference (PyTorch/ACL),0.178058
l2_31_Conv2d_Min_Add_Multiply,exact_128,Reference (PyTorch/ACL),7.207358
l2_31_Conv2d_Min_Add_Multiply,small_32,Baseline Triton1,0.211297
l2_31_Conv2d_Min_Add_Multiply,medium_64,Baseline Triton1,2.15254
l2_31_Conv2d_Min_Add_Multiply,exact_128,Baseline Triton1,71.593088
l2_31_Conv2d_Min_Add_Multiply,small_32,Baseline Triton2,inf
l2_31_Conv2d_Min_Add_Multiply,medium_64,Baseline Triton2,inf
l2_31_Conv2d_Min_Add_Multiply,exact_128,Baseline Triton2,inf
l2_31_Conv2d_Min_Add_Multiply,small_32,Optimized Triton,0.054967
l2_31_Conv2d_Min_Add_Multiply,medium_64,Optimized Triton,0.173181
l2_31_Conv2d_Min_Add_Multiply,exact_128,Optimized Triton,4.529304
l2_32_Conv2d_Scaling_Min,small_32,Reference (PyTorch/ACL),0.307238
l2_32_Conv2d_Scaling_Min,medium_128,Reference (PyTorch/ACL),7.092847
l2_32_Conv2d_Scaling_Min,exact_256,Reference (PyTorch/ACL),97.844971
l2_32_Conv2d_Scaling_Min,small_32,Baseline Triton1,inf
l2_32_Conv2d_Scaling_Min,medium_128,Baseline Triton1,inf
l2_32_Conv2d_Scaling_Min,exact_256,Baseline Triton1,inf
l2_32_Conv2d_Scaling_Min,small_32,Baseline Triton2,inf
l2_32_Conv2d_Scaling_Min,medium_128,Baseline Triton2,inf
l2_32_Conv2d_Scaling_Min,exact_256,Baseline Triton2,inf
l2_32_Conv2d_Scaling_Min,small_32,Optimized Triton,0.305937
l2_32_Conv2d_Scaling_Min,medium_128,Optimized Triton,7.086802
l2_32_Conv2d_Scaling_Min,exact_256,Optimized Triton,97.665169
l2_33_Gemm_Scale_BatchNorm,small_K1024,Reference (PyTorch/ACL),0.409222
l2_33_Gemm_Scale_BatchNorm,medium_K4096,Reference (PyTorch/ACL),1.973866
l2_33_Gemm_Scale_BatchNorm,required_K8192,Reference (PyTorch/ACL),17.538818
l2_33_Gemm_Scale_BatchNorm,small_K1024,Baseline Triton1,1.508298
l2_33_Gemm_Scale_BatchNorm,medium_K4096,Baseline Triton1,50.022953
l2_33_Gemm_Scale_BatchNorm,required_K8192,Baseline Triton1,733.08136
l2_33_Gemm_Scale_BatchNorm,small_K1024,Baseline Triton2,inf
l2_33_Gemm_Scale_BatchNorm,medium_K4096,Baseline Triton2,inf
l2_33_Gemm_Scale_BatchNorm,required_K8192,Baseline Triton2,inf
l2_33_Gemm_Scale_BatchNorm,small_K1024,Optimized Triton,0.611062
l2_33_Gemm_Scale_BatchNorm,medium_K4096,Optimized Triton,4.568573
l2_33_Gemm_Scale_BatchNorm,required_K8192,Optimized Triton,48.622585
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,default_k2,Reference (PyTorch/ACL),186.801392
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,small_k2,Reference (PyTorch/ACL),1.833902
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,fallback_k3,Reference (PyTorch/ACL),0.560993
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,default_k2,Baseline Triton1,2743.935791
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,small_k2,Baseline Triton1,26.494989
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,fallback_k3,Baseline Triton1,27.233152
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,default_k2,Baseline Triton2,117.518745
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,small_k2,Baseline Triton2,1.205941
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,fallback_k3,Baseline Triton2,27.242937
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,default_k2,Optimized Triton,186.279282
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,small_k2,Optimized Triton,1.798434
l2_35_Conv2d_Subtract_HardSwish_MaxPool_Mish,fallback_k3,Optimized Triton,0.552674
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_default,Reference (PyTorch/ACL),0.359492
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_multibias,Reference (PyTorch/ACL),0.381217
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,target,Reference (PyTorch/ACL),31.850307
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_default,Baseline Triton1,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_multibias,Baseline Triton1,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,target,Baseline Triton1,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_default,Baseline Triton2,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_multibias,Baseline Triton2,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,target,Baseline Triton2,inf
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_default,Optimized Triton,0.35937
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,small_multibias,Optimized Triton,0.363572
l2_36_ConvTranspose2d_Min_Sum_GELU_Add,target,Optimized Triton,32.052872
l2_37_Matmul_Swish_Sum_GroupNorm,small_direct,Reference (PyTorch/ACL),0.234468
l2_37_Matmul_Swish_Sum_GroupNorm,medium_direct,Reference (PyTorch/ACL),2.125985
l2_37_Matmul_Swish_Sum_GroupNorm,irregular_direct,Reference (PyTorch/ACL),0.56084
l2_37_Matmul_Swish_Sum_GroupNorm,largeC_direct,Reference (PyTorch/ACL),0.502078
l2_37_Matmul_Swish_Sum_GroupNorm,persistent_large,Reference (PyTorch/ACL),56.856991
l2_37_Matmul_Swish_Sum_GroupNorm,target,Reference (PyTorch/ACL),226.366318
l2_37_Matmul_Swish_Sum_GroupNorm,small_direct,Baseline Triton1,0.520867
l2_37_Matmul_Swish_Sum_GroupNorm,medium_direct,Baseline Triton1,8.319883
l2_37_Matmul_Swish_Sum_GroupNorm,irregular_direct,Baseline Triton1,2.841111
l2_37_Matmul_Swish_Sum_GroupNorm,largeC_direct,Baseline Triton1,1.166801
l2_37_Matmul_Swish_Sum_GroupNorm,persistent_large,Baseline Triton1,inf
l2_37_Matmul_Swish_Sum_GroupNorm,target,Baseline Triton1,inf
l2_37_Matmul_Swish_Sum_GroupNorm,small_direct,Baseline Triton2,0.525333
l2_37_Matmul_Swish_Sum_GroupNorm,medium_direct,Baseline Triton2,8.52179
l2_37_Matmul_Swish_Sum_GroupNorm,irregular_direct,Baseline Triton2,2.898768
l2_37_Matmul_Swish_Sum_GroupNorm,largeC_direct,Baseline Triton2,1.205967
l2_37_Matmul_Swish_Sum_GroupNorm,persistent_large,Baseline Triton2,inf
l2_37_Matmul_Swish_Sum_GroupNorm,target,Baseline Triton2,inf
l2_37_Matmul_Swish_Sum_GroupNorm,small_direct,Optimized Triton,0.232915
l2_37_Matmul_Swish_Sum_GroupNorm,medium_direct,Optimized Triton,2.114749
l2_37_Matmul_Swish_Sum_GroupNorm,irregular_direct,Optimized Triton,0.558606
l2_37_Matmul_Swish_Sum_GroupNorm,largeC_direct,Optimized Triton,0.515538
l2_37_Matmul_Swish_Sum_GroupNorm,persistent_large,Optimized Triton,56.826
l2_37_Matmul_Swish_Sum_GroupNorm,target,Optimized Triton,226.384262
l2_39_Gemm_Scale_BatchNorm,small_M128_K1024_N512,Reference (PyTorch/ACL),0.274032
l2_39_Gemm_Scale_BatchNorm,medium_M1024_K2048_N1024,Reference (PyTorch/ACL),3.542306
l2_39_Gemm_Scale_BatchNorm,irregular_M257_K1024_N768,Reference (PyTorch/ACL),0.534901
l2_39_Gemm_Scale_BatchNorm,required_M16384_K4096_N4096,Reference (PyTorch/ACL),397.297333
l2_39_Gemm_Scale_BatchNorm,small_M128_K1024_N512,Baseline Triton1,0.329898
l2_39_Gemm_Scale_BatchNorm,medium_M1024_K2048_N1024,Baseline Triton1,3.557
l2_39_Gemm_Scale_BatchNorm,irregular_M257_K1024_N768,Baseline Triton1,0.589432
l2_39_Gemm_Scale_BatchNorm,required_M16384_K4096_N4096,Baseline Triton1,391.322021
l2_39_Gemm_Scale_BatchNorm,small_M128_K1024_N512,Baseline Triton2,0.336053
l2_39_Gemm_Scale_BatchNorm,medium_M1024_K2048_N1024,Baseline Triton2,3.563733
l2_39_Gemm_Scale_BatchNorm,irregular_M257_K1024_N768,Baseline Triton2,0.606345
l2_39_Gemm_Scale_BatchNorm,required_M16384_K4096_N4096,Baseline Triton2,391.653259
l2_39_Gemm_Scale_BatchNorm,small_M128_K1024_N512,Optimized Triton,0.286941
l2_39_Gemm_Scale_BatchNorm,medium_M1024_K2048_N1024,Optimized Triton,3.525813
l2_39_Gemm_Scale_BatchNorm,irregular_M257_K1024_N768,Optimized Triton,0.717306
l2_39_Gemm_Scale_BatchNorm,required_M16384_K4096_N4096,Optimized Triton,394.978699
l2_40_Matmul_Scaling_ResidualAdd,small_acl_128x512x512,Reference (PyTorch/ACL),0.160523
l2_40_Matmul_Scaling_ResidualAdd,irregular_triton_257x512x512,Reference (PyTorch/ACL),0.227856
l2_40_Matmul_Scaling_ResidualAdd,required_acl_16384x4096x4096,Reference (PyTorch/ACL),391.452087
l2_40_Matmul_Scaling_ResidualAdd,small_acl_128x512x512,Baseline Triton1,0.216013
l2_40_Matmul_Scaling_ResidualAdd,irregular_triton_257x512x512,Baseline Triton1,0.394795
l2_40_Matmul_Scaling_ResidualAdd,required_acl_16384x4096x4096,Baseline Triton1,697.611084
l2_40_Matmul_Scaling_ResidualAdd,small_acl_128x512x512,Baseline Triton2,0.202427
l2_40_Matmul_Scaling_ResidualAdd,irregular_triton_257x512x512,Baseline Triton2,0.212094
l2_40_Matmul_Scaling_ResidualAdd,required_acl_16384x4096x4096,Baseline Triton2,484.247101
l2_40_Matmul_Scaling_ResidualAdd,small_acl_128x512x512,Optimized Triton,0.157611
l2_40_Matmul_Scaling_ResidualAdd,irregular_triton_257x512x512,Optimized Triton,0.382661
l2_40_Matmul_Scaling_ResidualAdd,required_acl_16384x4096x4096,Optimized Triton,391.46637
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,default_128,Reference (PyTorch/ACL),0.450315
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,small_7,Reference (PyTorch/ACL),0.288558
l2_41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU,irregular_257,Reference (PyTorch/ACL),0.645881
